Reaction_No,Reactant_1_Name,Reactant_1_Short_Hand,Reactant_1_eq,Reactant_1_mmol,Reactant_2_Name,Reactant_2_eq,Catalyst_1_Short_Hand,Catalyst_1_eq,Ligand_Short_Hand,Ligand_eq,Reagent_1_Short_Hand,Reagent_1_eq,Solvent_1_Short_Hand,Product_Yield_PCT_Area_UV,Product_Yield_Mass_Ion_Count,Reactant_1_Name_SMILES,Reactant_1_Short_Hand_SMILES,Reactant_2_Name_SMILES,Catalyst_1_Short_Hand_SMILES,Ligand_Short_Hand_SMILES,Reagent_1_Short_Hand_SMILES,Solvent_1_Short_Hand_SMILES,Reactant_1_SMILES
1838,6-triflatequinoline,6-OTf-Q,1,0.0004,Boronic Ester,1,Pd(OAc)2,0.0625,P(Ph)3,0.125,NaHCO3,2.5,MeOH,92.5414293181436,18938720.0,0,OS(=O)(=O)C(F)(F)F.c1ccc2ncccc2c1,B(OC)(OC),[Pd](|OC(C)=O)|OC(C)=O,P(c1ccccc1)(c1ccccc1)c1ccccc1,[Na+].OC([O-])=O,CO,OS(=O)(=O)C(F)(F)F.c1ccc2ncccc2c1
1839,6-triflatequinoline,6-OTf-Q,1,0.0004,Boronic Ester,1,Pd(OAc)2,0.0625,AmPhos,0.125,NaHCO3,2.5,MeOH,54.7532502589442,2353662.5,0,OS(=O)(=O)C(F)(F)F.c1ccc2ncccc2c1,B(OC)(OC),[Pd](|OC(C)=O)|OC(C)=O,CC(N)Cc1ccccc1.O[P](O)(O)=O,[Na+].OC([O-])=O,CO,OS(=O)(=O)C(F)(F)F.c1ccc2ncccc2c1
1840,6-triflatequinoline,6-OTf-Q,1,0.0004,Boronic Ester,1,Pd(OAc)2,0.0625,P(Cy)3,0.125,NaHCO3,2.5,MeOH,89.2167721152442,19752498.0,0,OS(=O)(=O)C(F)(F)F.c1ccc2ncccc2c1,B(OC)(OC),[Pd](|OC(C)=O)|OC(C)=O,P(C1CCCCC1)(C1CCCCC1)C1CCCCC1,[Na+].OC([O-])=O,CO,OS(=O)(=O)C(F)(F)F.c1ccc2ncccc2c1
1841,6-triflatequinoline,6-OTf-Q,1,0.0004,Boronic Ester,1,Pd(OAc)2,0.0625,P(o-Tol)3,0.125,NaHCO3,2.5,MeOH,55.2836116638502,2300511.75,0,OS(=O)(=O)C(F)(F)F.c1ccc2ncccc2c1,B(OC)(OC),[Pd](|OC(C)=O)|OC(C)=O,P(c1ccccc1C)(c1ccccc1C)c1ccccc1C,[Na+].OC([O-])=O,CO,OS(=O)(=O)C(F)(F)F.c1ccc2ncccc2c1
1842,6-triflatequinoline,6-OTf-Q,1,0.0004,Boronic Ester,1,Pd(OAc)2,0.0625,CataCXium A,0.125,NaHCO3,2.5,MeOH,46.3398813311612,7217163.5,0,OS(=O)(=O)C(F)(F)F.c1ccc2ncccc2c1,B(OC)(OC),[Pd](|OC(C)=O)|OC(C)=O,CC1=CC=CC=C1P(C2=CC=CC=C2)C3=CC=CC=C3,[Na+].OC([O-])=O,CO,OS(=O)(=O)C(F)(F)F.c1ccc2ncccc2c1
1843,6-triflatequinoline,6-OTf-Q,1,0.0004,Boronic Ester,1,Pd(OAc)2,0.0625,SPhos,0.125,NaHCO3,2.5,MeOH,57.3805946113847,2320640.0,0,OS(=O)(=O)C(F)(F)F.c1ccc2ncccc2c1,B(OC)(OC),[Pd](|OC(C)=O)|OC(C)=O,COc1ccccc1-c2ccccc2P(c3ccccc3)c4ccccc4,[Na+].OC([O-])=O,CO,OS(=O)(=O)C(F)(F)F.c1ccc2ncccc2c1
1844,6-triflatequinoline,6-OTf-Q,1,0.0004,Boronic Ester,1,Pd(OAc)2,0.0625,dtbpf,0.125,NaHCO3,2.5,MeOH,34.963030867406,5437989.5,0,OS(=O)(=O)C(F)(F)F.c1ccc2ncccc2c1,B(OC)(OC),[Pd](|OC(C)=O)|OC(C)=O,CC(C)(C)C1=CC=C(C(C)(C)C)C=C1P(C2=CC=C(C(C)(C)C)C=C2)C3=CC=C(C(C)(C)C)C=C3,[Na+].OC([O-])=O,CO,OS(=O)(=O)C(F)(F)F.c1ccc2ncccc2c1
1845,6-triflatequinoline,6-OTf-Q,1,0.0004,Boronic Ester,1,Pd(OAc)2,0.0625,XPhos,0.125,NaHCO3,2.5,MeOH,56.0304790291231,2140098.5,0,OS(=O)(=O)C(F)(F)F.c1ccc2ncccc2c1,B(OC)(OC),[Pd](|OC(C)=O)|OC(C)=O,CC(C)(C)C1=CC=C(C(C)(C)C)C=C1P(c2ccccc2)c3ccccc3,[Na+].OC([O-])=O,CO,OS(=O)(=O)C(F)(F)F.c1ccc2ncccc2c1
1846,6-triflatequinoline,6-OTf-Q,1,0.0004,Boronic Ester,1,Pd(OAc)2,0.0625,dppf,0.125,NaHCO3,2.5,MeOH,60.0656048406233,11392238.0,0,OS(=O)(=O)C(F)(F)F.c1ccc2ncccc2c1,B(OC)(OC),[Pd](|OC(C)=O)|OC(C)=O,[Fe]|1|2|3|4|5|6|7|8(|[CH-]9[CH-]|1[CH-]|2[C-]|3([CH-]|49)P(c%10ccccc%10)c%11ccccc%11)|C%12=C|5[C-]|6(C|7=C|8%12)P(c%13ccccc%13)c%14ccccc%14,[Na+].OC([O-])=O,CO,OS(=O)(=O)C(F)(F)F.c1ccc2ncccc2c1
1847,6-triflatequinoline,6-OTf-Q,1,0.0004,Boronic Ester,1,Pd(OAc)2,0.0625,Xantphos,0.125,NaHCO3,2.5,MeOH,8.14493179134905,221851.265625,0,OS(=O)(=O)C(F)(F)F.c1ccc2ncccc2c1,B(OC)(OC),[Pd](|OC(C)=O)|OC(C)=O,CC1(C)c2cccc(P(c3ccccc3)c4ccccc4)c2Oc5c(cccc15)P(c6ccccc6)c7ccccc7,[Na+].OC([O-])=O,CO,OS(=O)(=O)C(F)(F)F.c1ccc2ncccc2c1
1848,6-triflatequinoline,6-OTf-Q,1,0.0004,Boronic Ester,1,Pd(OAc)2,0.0625,0,0.0,NaHCO3,2.5,MeOH,48.0428262451302,12907427.0,0,OS(=O)(=O)C(F)(F)F.c1ccc2ncccc2c1,B(OC)(OC),[Pd](|OC(C)=O)|OC(C)=O,0,[Na+].OC([O-])=O,CO,OS(=O)(=O)C(F)(F)F.c1ccc2ncccc2c1
1849,6-triflatequinoline,6-OTf-Q,1,0.0004,Boronic Ester,1,Pd(OAc)2,0.0625,P(tBu)3,0.125,CsF,2.5,MeOH,30.5438700170705,1327528.75,0,OS(=O)(=O)C(F)(F)F.c1ccc2ncccc2c1,B(OC)(OC),[Pd](|OC(C)=O)|OC(C)=O,CC(C)(C)P(CC(C)C)CC(C)C,CC(=O)N[C@@H]1[C@@H](O)[C@@H](F)C(O[C@H]1[C@H](O)[C@H](O)CO)(O[P](O)(=O)OC[C@H]2O[C@H]([C@H](O)[C@@H]2O)N3C=CC(=NC3=O)N)C(O)=O,CO,OS(=O)(=O)C(F)(F)F.c1ccc2ncccc2c1
1850,6-triflatequinoline,6-OTf-Q,1,0.0004,Boronic Ester,1,Pd(OAc)2,0.0625,P(Ph)3,0.125,CsF,2.5,MeOH,80.7684981175122,16487344.0,0,OS(=O)(=O)C(F)(F)F.c1ccc2ncccc2c1,B(OC)(OC),[Pd](|OC(C)=O)|OC(C)=O,P(c1ccccc1)(c1ccccc1)c1ccccc1,CC(=O)N[C@@H]1[C@@H](O)[C@@H](F)C(O[C@H]1[C@H](O)[C@H](O)CO)(O[P](O)(=O)OC[C@H]2O[C@H]([C@H](O)[C@@H]2O)N3C=CC(=NC3=O)N)C(O)=O,CO,OS(=O)(=O)C(F)(F)F.c1ccc2ncccc2c1
1851,6-triflatequinoline,6-OTf-Q,1,0.0004,Boronic Ester,1,Pd(OAc)2,0.0625,AmPhos,0.125,CsF,2.5,MeOH,38.1509670196038,1582928.125,0,OS(=O)(=O)C(F)(F)F.c1ccc2ncccc2c1,B(OC)(OC),[Pd](|OC(C)=O)|OC(C)=O,CC(N)Cc1ccccc1.O[P](O)(O)=O,CC(=O)N[C@@H]1[C@@H](O)[C@@H](F)C(O[C@H]1[C@H](O)[C@H](O)CO)(O[P](O)(=O)OC[C@H]2O[C@H]([C@H](O)[C@@H]2O)N3C=CC(=NC3=O)N)C(O)=O,CO,OS(=O)(=O)C(F)(F)F.c1ccc2ncccc2c1
1852,6-triflatequinoline,6-OTf-Q,1,0.0004,Boronic Ester,1,Pd(OAc)2,0.0625,P(Cy)3,0.125,CsF,2.5,MeOH,79.5580286946691,17953730.0,0,OS(=O)(=O)C(F)(F)F.c1ccc2ncccc2c1,B(OC)(OC),[Pd](|OC(C)=O)|OC(C)=O,P(C1CCCCC1)(C1CCCCC1)C1CCCCC1,CC(=O)N[C@@H]1[C@@H](O)[C@@H](F)C(O[C@H]1[C@H](O)[C@H](O)CO)(O[P](O)(=O)OC[C@H]2O[C@H]([C@H](O)[C@@H]2O)N3C=CC(=NC3=O)N)C(O)=O,CO,OS(=O)(=O)C(F)(F)F.c1ccc2ncccc2c1
1853,6-triflatequinoline,6-OTf-Q,1,0.0004,Boronic Ester,1,Pd(OAc)2,0.0625,P(o-Tol)3,0.125,CsF,2.5,MeOH,48.8196197220795,2165529.75,0,OS(=O)(=O)C(F)(F)F.c1ccc2ncccc2c1,B(OC)(OC),[Pd](|OC(C)=O)|OC(C)=O,P(c1ccccc1C)(c1ccccc1C)c1ccccc1C,CC(=O)N[C@@H]1[C@@H](O)[C@@H](F)C(O[C@H]1[C@H](O)[C@H](O)CO)(O[P](O)(=O)OC[C@H]2O[C@H]([C@H](O)[C@@H]2O)N3C=CC(=NC3=O)N)C(O)=O,CO,OS(=O)(=O)C(F)(F)F.c1ccc2ncccc2c1
1854,6-triflatequinoline,6-OTf-Q,1,0.0004,Boronic Ester,1,Pd(OAc)2,0.0625,CataCXium A,0.125,CsF,2.5,MeOH,41.5353006062813,6279223.0,0,OS(=O)(=O)C(F)(F)F.c1ccc2ncccc2c1,B(OC)(OC),[Pd](|OC(C)=O)|OC(C)=O,CC1=CC=CC=C1P(C2=CC=CC=C2)C3=CC=CC=C3,CC(=O)N[C@@H]1[C@@H](O)[C@@H](F)C(O[C@H]1[C@H](O)[C@H](O)CO)(O[P](O)(=O)OC[C@H]2O[C@H]([C@H](O)[C@@H]2O)N3C=CC(=NC3=O)N)C(O)=O,CO,OS(=O)(=O)C(F)(F)F.c1ccc2ncccc2c1
1855,6-triflatequinoline,6-OTf-Q,1,0.0004,Boronic Ester,1,Pd(OAc)2,0.0625,SPhos,0.125,CsF,2.5,MeOH,31.3556222311822,1338290.75,0,OS(=O)(=O)C(F)(F)F.c1ccc2ncccc2c1,B(OC)(OC),[Pd](|OC(C)=O)|OC(C)=O,COc1ccccc1-c2ccccc2P(c3ccccc3)c4ccccc4,CC(=O)N[C@@H]1[C@@H](O)[C@@H](F)C(O[C@H]1[C@H](O)[C@H](O)CO)(O[P](O)(=O)OC[C@H]2O[C@H]([C@H](O)[C@@H]2O)N3C=CC(=NC3=O)N)C(O)=O,CO,OS(=O)(=O)C(F)(F)F.c1ccc2ncccc2c1
1856,6-triflatequinoline,6-OTf-Q,1,0.0004,Boronic Ester,1,Pd(OAc)2,0.0625,dtbpf,0.125,CsF,2.5,MeOH,41.4067136185596,3667471.75,0,OS(=O)(=O)C(F)(F)F.c1ccc2ncccc2c1,B(OC)(OC),[Pd](|OC(C)=O)|OC(C)=O,CC(C)(C)C1=CC=C(C(C)(C)C)C=C1P(C2=CC=C(C(C)(C)C)C=C2)C3=CC=C(C(C)(C)C)C=C3,CC(=O)N[C@@H]1[C@@H](O)[C@@H](F)C(O[C@H]1[C@H](O)[C@H](O)CO)(O[P](O)(=O)OC[C@H]2O[C@H]([C@H](O)[C@@H]2O)N3C=CC(=NC3=O)N)C(O)=O,CO,OS(=O)(=O)C(F)(F)F.c1ccc2ncccc2c1
1857,6-triflatequinoline,6-OTf-Q,1,0.0004,Boronic Ester,1,Pd(OAc)2,0.0625,XPhos,0.125,CsF,2.5,MeOH,36.0825607102773,1447539.5,0,OS(=O)(=O)C(F)(F)F.c1ccc2ncccc2c1,B(OC)(OC),[Pd](|OC(C)=O)|OC(C)=O,CC(C)(C)C1=CC=C(C(C)(C)C)C=C1P(c2ccccc2)c3ccccc3,CC(=O)N[C@@H]1[C@@H](O)[C@@H](F)C(O[C@H]1[C@H](O)[C@H](O)CO)(O[P](O)(=O)OC[C@H]2O[C@H]([C@H](O)[C@@H]2O)N3C=CC(=NC3=O)N)C(O)=O,CO,OS(=O)(=O)C(F)(F)F.c1ccc2ncccc2c1
1858,6-triflatequinoline,6-OTf-Q,1,0.0004,Boronic Ester,1,Pd(OAc)2,0.0625,dppf,0.125,CsF,2.5,MeOH,36.3395992354291,6858156.0,0,OS(=O)(=O)C(F)(F)F.c1ccc2ncccc2c1,B(OC)(OC),[Pd](|OC(C)=O)|OC(C)=O,[Fe]|1|2|3|4|5|6|7|8(|[CH-]9[CH-]|1[CH-]|2[C-]|3([CH-]|49)P(c%10ccccc%10)c%11ccccc%11)|C%12=C|5[C-]|6(C|7=C|8%12)P(c%13ccccc%13)c%14ccccc%14,CC(=O)N[C@@H]1[C@@H](O)[C@@H](F)C(O[C@H]1[C@H](O)[C@H](O)CO)(O[P](O)(=O)OC[C@H]2O[C@H]([C@H](O)[C@@H]2O)N3C=CC(=NC3=O)N)C(O)=O,CO,OS(=O)(=O)C(F)(F)F.c1ccc2ncccc2c1
1859,6-triflatequinoline,6-OTf-Q,1,0.0004,Boronic Ester,1,Pd(OAc)2,0.0625,Xantphos,0.125,CsF,2.5,MeOH,3.81735754458126,162398.359375,0,OS(=O)(=O)C(F)(F)F.c1ccc2ncccc2c1,B(OC)(OC),[Pd](|OC(C)=O)|OC(C)=O,CC1(C)c2cccc(P(c3ccccc3)c4ccccc4)c2Oc5c(cccc15)P(c6ccccc6)c7ccccc7,CC(=O)N[C@@H]1[C@@H](O)[C@@H](F)C(O[C@H]1[C@H](O)[C@H](O)CO)(O[P](O)(=O)OC[C@H]2O[C@H]([C@H](O)[C@@H]2O)N3C=CC(=NC3=O)N)C(O)=O,CO,OS(=O)(=O)C(F)(F)F.c1ccc2ncccc2c1
1860,6-triflatequinoline,6-OTf-Q,1,0.0004,Boronic Ester,1,Pd(OAc)2,0.0625,0,0.0,CsF,2.5,MeOH,25.2377015988282,6826150.5,0,OS(=O)(=O)C(F)(F)F.c1ccc2ncccc2c1,B(OC)(OC),[Pd](|OC(C)=O)|OC(C)=O,0,CC(=O)N[C@@H]1[C@@H](O)[C@@H](F)C(O[C@H]1[C@H](O)[C@H](O)CO)(O[P](O)(=O)OC[C@H]2O[C@H]([C@H](O)[C@@H]2O)N3C=CC(=NC3=O)N)C(O)=O,CO,OS(=O)(=O)C(F)(F)F.c1ccc2ncccc2c1
1861,6-triflatequinoline,6-OTf-Q,1,0.0004,Boronic Ester,1,Pd(OAc)2,0.0625,P(tBu)3,0.125,K3PO4,2.5,MeOH,25.4721833120706,1373015.625,0,OS(=O)(=O)C(F)(F)F.c1ccc2ncccc2c1,B(OC)(OC),[Pd](|OC(C)=O)|OC(C)=O,CC(C)(C)P(CC(C)C)CC(C)C,O=P([O-])([O-])[O-].[K+].[K+].[K+],CO,OS(=O)(=O)C(F)(F)F.c1ccc2ncccc2c1
1862,6-triflatequinoline,6-OTf-Q,1,0.0004,Boronic Ester,1,Pd(OAc)2,0.0625,P(Ph)3,0.125,K3PO4,2.5,MeOH,94.7374867685552,20916812.0,0,OS(=O)(=O)C(F)(F)F.c1ccc2ncccc2c1,B(OC)(OC),[Pd](|OC(C)=O)|OC(C)=O,P(c1ccccc1)(c1ccccc1)c1ccccc1,O=P([O-])([O-])[O-].[K+].[K+].[K+],CO,OS(=O)(=O)C(F)(F)F.c1ccc2ncccc2c1
1863,6-triflatequinoline,6-OTf-Q,1,0.0004,Boronic Ester,1,Pd(OAc)2,0.0625,AmPhos,0.125,K3PO4,2.5,MeOH,55.379515367567,2706678.0,0,OS(=O)(=O)C(F)(F)F.c1ccc2ncccc2c1,B(OC)(OC),[Pd](|OC(C)=O)|OC(C)=O,CC(N)Cc1ccccc1.O[P](O)(O)=O,O=P([O-])([O-])[O-].[K+].[K+].[K+],CO,OS(=O)(=O)C(F)(F)F.c1ccc2ncccc2c1
1864,6-triflatequinoline,6-OTf-Q,1,0.0004,Boronic Ester,1,Pd(OAc)2,0.0625,P(Cy)3,0.125,K3PO4,2.5,MeOH,83.072299382657,19013708.0,0,OS(=O)(=O)C(F)(F)F.c1ccc2ncccc2c1,B(OC)(OC),[Pd](|OC(C)=O)|OC(C)=O,P(C1CCCCC1)(C1CCCCC1)C1CCCCC1,O=P([O-])([O-])[O-].[K+].[K+].[K+],CO,OS(=O)(=O)C(F)(F)F.c1ccc2ncccc2c1
1865,6-triflatequinoline,6-OTf-Q,1,0.0004,Boronic Ester,1,Pd(OAc)2,0.0625,P(o-Tol)3,0.125,K3PO4,2.5,MeOH,61.2357911071971,3033937.0,0,OS(=O)(=O)C(F)(F)F.c1ccc2ncccc2c1,B(OC)(OC),[Pd](|OC(C)=O)|OC(C)=O,P(c1ccccc1C)(c1ccccc1C)c1ccccc1C,O=P([O-])([O-])[O-].[K+].[K+].[K+],CO,OS(=O)(=O)C(F)(F)F.c1ccc2ncccc2c1
1866,6-triflatequinoline,6-OTf-Q,1,0.0004,Boronic Ester,1,Pd(OAc)2,0.0625,CataCXium A,0.125,K3PO4,2.5,MeOH,40.4037784002745,6766544.0,0,OS(=O)(=O)C(F)(F)F.c1ccc2ncccc2c1,B(OC)(OC),[Pd](|OC(C)=O)|OC(C)=O,CC1=CC=CC=C1P(C2=CC=CC=C2)C3=CC=CC=C3,O=P([O-])([O-])[O-].[K+].[K+].[K+],CO,OS(=O)(=O)C(F)(F)F.c1ccc2ncccc2c1
1867,6-triflatequinoline,6-OTf-Q,1,0.0004,Boronic Ester,1,Pd(OAc)2,0.0625,SPhos,0.125,K3PO4,2.5,MeOH,74.2866106906315,3595022.75,0,OS(=O)(=O)C(F)(F)F.c1ccc2ncccc2c1,B(OC)(OC),[Pd](|OC(C)=O)|OC(C)=O,COc1ccccc1-c2ccccc2P(c3ccccc3)c4ccccc4,O=P([O-])([O-])[O-].[K+].[K+].[K+],CO,OS(=O)(=O)C(F)(F)F.c1ccc2ncccc2c1
1868,6-triflatequinoline,6-OTf-Q,1,0.0004,Boronic Ester,1,Pd(OAc)2,0.0625,dtbpf,0.125,K3PO4,2.5,MeOH,43.5645620592601,6333190.0,0,OS(=O)(=O)C(F)(F)F.c1ccc2ncccc2c1,B(OC)(OC),[Pd](|OC(C)=O)|OC(C)=O,CC(C)(C)C1=CC=C(C(C)(C)C)C=C1P(C2=CC=C(C(C)(C)C)C=C2)C3=CC=C(C(C)(C)C)C=C3,O=P([O-])([O-])[O-].[K+].[K+].[K+],CO,OS(=O)(=O)C(F)(F)F.c1ccc2ncccc2c1
1869,6-triflatequinoline,6-OTf-Q,1,0.0004,Boronic Ester,1,Pd(OAc)2,0.0625,XPhos,0.125,K3PO4,2.5,MeOH,68.5232165033068,3160833.25,0,OS(=O)(=O)C(F)(F)F.c1ccc2ncccc2c1,B(OC)(OC),[Pd](|OC(C)=O)|OC(C)=O,CC(C)(C)C1=CC=C(C(C)(C)C)C=C1P(c2ccccc2)c3ccccc3,O=P([O-])([O-])[O-].[K+].[K+].[K+],CO,OS(=O)(=O)C(F)(F)F.c1ccc2ncccc2c1
1870,6-triflatequinoline,6-OTf-Q,1,0.0004,Boronic Ester,1,Pd(OAc)2,0.0625,dppf,0.125,K3PO4,2.5,MeOH,72.7800988842574,15589857.0,0,OS(=O)(=O)C(F)(F)F.c1ccc2ncccc2c1,B(OC)(OC),[Pd](|OC(C)=O)|OC(C)=O,[Fe]|1|2|3|4|5|6|7|8(|[CH-]9[CH-]|1[CH-]|2[C-]|3([CH-]|49)P(c%10ccccc%10)c%11ccccc%11)|C%12=C|5[C-]|6(C|7=C|8%12)P(c%13ccccc%13)c%14ccccc%14,O=P([O-])([O-])[O-].[K+].[K+].[K+],CO,OS(=O)(=O)C(F)(F)F.c1ccc2ncccc2c1
1871,6-triflatequinoline,6-OTf-Q,1,0.0004,Boronic Ester,1,Pd(OAc)2,0.0625,Xantphos,0.125,K3PO4,2.5,MeOH,7.85982615196756,354717.625,0,OS(=O)(=O)C(F)(F)F.c1ccc2ncccc2c1,B(OC)(OC),[Pd](|OC(C)=O)|OC(C)=O,CC1(C)c2cccc(P(c3ccccc3)c4ccccc4)c2Oc5c(cccc15)P(c6ccccc6)c7ccccc7,O=P([O-])([O-])[O-].[K+].[K+].[K+],CO,OS(=O)(=O)C(F)(F)F.c1ccc2ncccc2c1
1872,6-triflatequinoline,6-OTf-Q,1,0.0004,Boronic Ester,1,Pd(OAc)2,0.0625,0,0.0,K3PO4,2.5,MeOH,56.8274795573803,14228842.0,0,OS(=O)(=O)C(F)(F)F.c1ccc2ncccc2c1,B(OC)(OC),[Pd](|OC(C)=O)|OC(C)=O,0,O=P([O-])([O-])[O-].[K+].[K+].[K+],CO,OS(=O)(=O)C(F)(F)F.c1ccc2ncccc2c1
1873,6-triflatequinoline,6-OTf-Q,1,0.0004,Boronic Ester,1,Pd(OAc)2,0.0625,P(tBu)3,0.125,KOH,2.5,MeOH,19.3283093839103,1011775.0625,0,OS(=O)(=O)C(F)(F)F.c1ccc2ncccc2c1,B(OC)(OC),[Pd](|OC(C)=O)|OC(C)=O,CC(C)(C)P(CC(C)C)CC(C)C,[OH-].[K+],CO,OS(=O)(=O)C(F)(F)F.c1ccc2ncccc2c1
1874,6-triflatequinoline,6-OTf-Q,1,0.0004,Boronic Ester,1,Pd(OAc)2,0.0625,P(Ph)3,0.125,KOH,2.5,MeOH,94.2023130760561,21440310.0,0,OS(=O)(=O)C(F)(F)F.c1ccc2ncccc2c1,B(OC)(OC),[Pd](|OC(C)=O)|OC(C)=O,P(c1ccccc1)(c1ccccc1)c1ccccc1,[OH-].[K+],CO,OS(=O)(=O)C(F)(F)F.c1ccc2ncccc2c1
1875,6-triflatequinoline,6-OTf-Q,1,0.0004,Boronic Ester,1,Pd(OAc)2,0.0625,AmPhos,0.125,KOH,2.5,MeOH,51.0969624505909,2662507.5,0,OS(=O)(=O)C(F)(F)F.c1ccc2ncccc2c1,B(OC)(OC),[Pd](|OC(C)=O)|OC(C)=O,CC(N)Cc1ccccc1.O[P](O)(O)=O,[OH-].[K+],CO,OS(=O)(=O)C(F)(F)F.c1ccc2ncccc2c1
1876,6-triflatequinoline,6-OTf-Q,1,0.0004,Boronic Ester,1,Pd(OAc)2,0.0625,P(Cy)3,0.125,KOH,2.5,MeOH,82.8691030168198,18758404.0,0,OS(=O)(=O)C(F)(F)F.c1ccc2ncccc2c1,B(OC)(OC),[Pd](|OC(C)=O)|OC(C)=O,P(C1CCCCC1)(C1CCCCC1)C1CCCCC1,[OH-].[K+],CO,OS(=O)(=O)C(F)(F)F.c1ccc2ncccc2c1
1877,6-triflatequinoline,6-OTf-Q,1,0.0004,Boronic Ester,1,Pd(OAc)2,0.0625,P(o-Tol)3,0.125,KOH,2.5,MeOH,58.2135210324476,2553912.75,0,OS(=O)(=O)C(F)(F)F.c1ccc2ncccc2c1,B(OC)(OC),[Pd](|OC(C)=O)|OC(C)=O,P(c1ccccc1C)(c1ccccc1C)c1ccccc1C,[OH-].[K+],CO,OS(=O)(=O)C(F)(F)F.c1ccc2ncccc2c1
1878,6-triflatequinoline,6-OTf-Q,1,0.0004,Boronic Ester,1,Pd(OAc)2,0.0625,CataCXium A,0.125,KOH,2.5,MeOH,35.0018335072565,5682875.5,0,OS(=O)(=O)C(F)(F)F.c1ccc2ncccc2c1,B(OC)(OC),[Pd](|OC(C)=O)|OC(C)=O,CC1=CC=CC=C1P(C2=CC=CC=C2)C3=CC=CC=C3,[OH-].[K+],CO,OS(=O)(=O)C(F)(F)F.c1ccc2ncccc2c1
1879,6-triflatequinoline,6-OTf-Q,1,0.0004,Boronic Ester,1,Pd(OAc)2,0.0625,SPhos,0.125,KOH,2.5,MeOH,73.5144781527612,3590126.25,0,OS(=O)(=O)C(F)(F)F.c1ccc2ncccc2c1,B(OC)(OC),[Pd](|OC(C)=O)|OC(C)=O,COc1ccccc1-c2ccccc2P(c3ccccc3)c4ccccc4,[OH-].[K+],CO,OS(=O)(=O)C(F)(F)F.c1ccc2ncccc2c1
1880,6-triflatequinoline,6-OTf-Q,1,0.0004,Boronic Ester,1,Pd(OAc)2,0.0625,dtbpf,0.125,KOH,2.5,MeOH,50.3925305831656,8153398.5,0,OS(=O)(=O)C(F)(F)F.c1ccc2ncccc2c1,B(OC)(OC),[Pd](|OC(C)=O)|OC(C)=O,CC(C)(C)C1=CC=C(C(C)(C)C)C=C1P(C2=CC=C(C(C)(C)C)C=C2)C3=CC=C(C(C)(C)C)C=C3,[OH-].[K+],CO,OS(=O)(=O)C(F)(F)F.c1ccc2ncccc2c1
1881,6-triflatequinoline,6-OTf-Q,1,0.0004,Boronic Ester,1,Pd(OAc)2,0.0625,XPhos,0.125,KOH,2.5,MeOH,71.6004474314773,3433855.0,0,OS(=O)(=O)C(F)(F)F.c1ccc2ncccc2c1,B(OC)(OC),[Pd](|OC(C)=O)|OC(C)=O,CC(C)(C)C1=CC=C(C(C)(C)C)C=C1P(c2ccccc2)c3ccccc3,[OH-].[K+],CO,OS(=O)(=O)C(F)(F)F.c1ccc2ncccc2c1
1882,6-triflatequinoline,6-OTf-Q,1,0.0004,Boronic Ester,1,Pd(OAc)2,0.0625,dppf,0.125,KOH,2.5,MeOH,73.8427400196465,13561568.0,0,OS(=O)(=O)C(F)(F)F.c1ccc2ncccc2c1,B(OC)(OC),[Pd](|OC(C)=O)|OC(C)=O,[Fe]|1|2|3|4|5|6|7|8(|[CH-]9[CH-]|1[CH-]|2[C-]|3([CH-]|49)P(c%10ccccc%10)c%11ccccc%11)|C%12=C|5[C-]|6(C|7=C|8%12)P(c%13ccccc%13)c%14ccccc%14,[OH-].[K+],CO,OS(=O)(=O)C(F)(F)F.c1ccc2ncccc2c1
1883,6-triflatequinoline,6-OTf-Q,1,0.0004,Boronic Ester,1,Pd(OAc)2,0.0625,Xantphos,0.125,KOH,2.5,MeOH,8.77430872991212,472824.03125,0,OS(=O)(=O)C(F)(F)F.c1ccc2ncccc2c1,B(OC)(OC),[Pd](|OC(C)=O)|OC(C)=O,CC1(C)c2cccc(P(c3ccccc3)c4ccccc4)c2Oc5c(cccc15)P(c6ccccc6)c7ccccc7,[OH-].[K+],CO,OS(=O)(=O)C(F)(F)F.c1ccc2ncccc2c1
1884,6-triflatequinoline,6-OTf-Q,1,0.0004,Boronic Ester,1,Pd(OAc)2,0.0625,0,0.0,KOH,2.5,MeOH,60.3018152559396,15821829.0,0,OS(=O)(=O)C(F)(F)F.c1ccc2ncccc2c1,B(OC)(OC),[Pd](|OC(C)=O)|OC(C)=O,0,[OH-].[K+],CO,OS(=O)(=O)C(F)(F)F.c1ccc2ncccc2c1
1885,6-triflatequinoline,6-OTf-Q,1,0.0004,Boronic Ester,1,Pd(OAc)2,0.0625,P(tBu)3,0.125,LiOtBu,2.5,MeOH,22.3829584260028,1115884.125,0,OS(=O)(=O)C(F)(F)F.c1ccc2ncccc2c1,B(OC)(OC),[Pd](|OC(C)=O)|OC(C)=O,CC(C)(C)P(CC(C)C)CC(C)C,CC(C)(C)[O-].[Li+],CO,OS(=O)(=O)C(F)(F)F.c1ccc2ncccc2c1
