Reaction_No,Reactant_1_Name,Reactant_1_Short_Hand,Reactant_1_eq,Reactant_1_mmol,Reactant_2_Name,Reactant_2_eq,Catalyst_1_Short_Hand,Catalyst_1_eq,Ligand_Short_Hand,Ligand_eq,Reagent_1_Short_Hand,Reagent_1_eq,Solvent_1_Short_Hand,Product_Yield_PCT_Area_UV,Product_Yield_Mass_Ion_Count,Reactant_1_Name_SMILES,Reactant_1_Short_Hand_SMILES,Reactant_2_Name_SMILES,Catalyst_1_Short_Hand_SMILES,Ligand_Short_Hand_SMILES,Reagent_1_Short_Hand_SMILES,Solvent_1_Short_Hand_SMILES,Reactant_1_SMILES
233,6-chloroquinoline,6-Cl-Q,1,0.0004,Boronic Acid,1,Pd(OAc)2,0.0625,P(o-Tol)3,0.125,K3PO4,2.5,DMF,0.988129766326499,1416.1690090596717,Clc1ccc2ncccc2c1,Clc1ccc2ncccc2c1,OBO,[Pd](|OC(C)=O)|OC(C)=O,P(c1ccccc1C)(c1ccccc1C)c1ccccc1C,O=P([O-])([O-])[O-].[K+].[K+].[K+],CN(C)C=O,Clc1ccc2ncccc2c1
234,6-chloroquinoline,6-Cl-Q,1,0.0004,Boronic Acid,1,Pd(OAc)2,0.0625,CataCXium A,0.125,K3PO4,2.5,DMF,11.9091592748023,51295.445271795696,Clc1ccc2ncccc2c1,Clc1ccc2ncccc2c1,OBO,[Pd](|OC(C)=O)|OC(C)=O,CC1=CC=CC=C1P(C2=CC=CC=C2)C3=CC=CC=C3,O=P([O-])([O-])[O-].[K+].[K+].[K+],CN(C)C=O,Clc1ccc2ncccc2c1
235,6-chloroquinoline,6-Cl-Q,1,0.0004,Boronic Acid,1,Pd(OAc)2,0.0625,SPhos,0.125,K3PO4,2.5,DMF,39.8296539843221,46718.43838853906,Clc1ccc2ncccc2c1,Clc1ccc2ncccc2c1,OBO,[Pd](|OC(C)=O)|OC(C)=O,COc1ccccc1-c2ccccc2P(c3ccccc3)c4ccccc4,O=P([O-])([O-])[O-].[K+].[K+].[K+],CN(C)C=O,Clc1ccc2ncccc2c1
236,6-chloroquinoline,6-Cl-Q,1,0.0004,Boronic Acid,1,Pd(OAc)2,0.0625,dtbpf,0.125,K3PO4,2.5,DMF,7.57878835945558,21645.88969851333,Clc1ccc2ncccc2c1,Clc1ccc2ncccc2c1,OBO,[Pd](|OC(C)=O)|OC(C)=O,CC(C)(C)C1=CC=C(C(C)(C)C)C=C1P(C2=CC=C(C(C)(C)C)C=C2)C3=CC=C(C(C)(C)C)C=C3,O=P([O-])([O-])[O-].[K+].[K+].[K+],CN(C)C=O,Clc1ccc2ncccc2c1
237,6-chloroquinoline,6-Cl-Q,1,0.0004,Boronic Acid,1,Pd(OAc)2,0.0625,XPhos,0.125,K3PO4,2.5,DMF,39.4896466660449,46691.67321130988,Clc1ccc2ncccc2c1,Clc1ccc2ncccc2c1,OBO,[Pd](|OC(C)=O)|OC(C)=O,CC(C)(C)C1=CC=C(C(C)(C)C)C=C1P(c2ccccc2)c3ccccc3,O=P([O-])([O-])[O-].[K+].[K+].[K+],CN(C)C=O,Clc1ccc2ncccc2c1
238,6-chloroquinoline,6-Cl-Q,1,0.0004,Boronic Acid,1,Pd(OAc)2,0.0625,dppf,0.125,K3PO4,2.5,DMF,9.03276836431198,12991.6283290746,Clc1ccc2ncccc2c1,Clc1ccc2ncccc2c1,OBO,[Pd](|OC(C)=O)|OC(C)=O,[Fe]|1|2|3|4|5|6|7|8(|[CH-]9[CH-]|1[CH-]|2[C-]|3([CH-]|49)P(c%10ccccc%10)c%11ccccc%11)|C%12=C|5[C-]|6(C|7=C|8%12)P(c%13ccccc%13)c%14ccccc%14,O=P([O-])([O-])[O-].[K+].[K+].[K+],CN(C)C=O,Clc1ccc2ncccc2c1
239,6-chloroquinoline,6-Cl-Q,1,0.0004,Boronic Acid,1,Pd(OAc)2,0.0625,Xantphos,0.125,K3PO4,2.5,DMF,0.0,0.0,Clc1ccc2ncccc2c1,Clc1ccc2ncccc2c1,OBO,[Pd](|OC(C)=O)|OC(C)=O,CC1(C)c2cccc(P(c3ccccc3)c4ccccc4)c2Oc5c(cccc15)P(c6ccccc6)c7ccccc7,O=P([O-])([O-])[O-].[K+].[K+].[K+],CN(C)C=O,Clc1ccc2ncccc2c1
240,6-chloroquinoline,6-Cl-Q,1,0.0004,Boronic Acid,1,Pd(OAc)2,0.0625,0,0.0,K3PO4,2.5,DMF,14.0786736549013,2959.4283329035457,Clc1ccc2ncccc2c1,Clc1ccc2ncccc2c1,OBO,[Pd](|OC(C)=O)|OC(C)=O,,O=P([O-])([O-])[O-].[K+].[K+].[K+],CN(C)C=O,Clc1ccc2ncccc2c1
241,6-chloroquinoline,6-Cl-Q,1,0.0004,Boronic Acid,1,Pd(OAc)2,0.0625,P(tBu)3,0.125,KOH,2.5,DMF,13.5475398975478,19818.351448240624,Clc1ccc2ncccc2c1,Clc1ccc2ncccc2c1,OBO,[Pd](|OC(C)=O)|OC(C)=O,CC(C)(C)P(CC(C)C)CC(C)C,[OH-].[K+],CN(C)C=O,Clc1ccc2ncccc2c1
242,6-chloroquinoline,6-Cl-Q,1,0.0004,Boronic Acid,1,Pd(OAc)2,0.0625,P(Ph)3,0.125,KOH,2.5,DMF,4.35998536352889,3723.8137542826735,Clc1ccc2ncccc2c1,Clc1ccc2ncccc2c1,OBO,[Pd](|OC(C)=O)|OC(C)=O,P(c1ccccc1)(c1ccccc1)c1ccccc1,[OH-].[K+],CN(C)C=O,Clc1ccc2ncccc2c1
243,6-chloroquinoline,6-Cl-Q,1,0.0004,Boronic Acid,1,Pd(OAc)2,0.0625,AmPhos,0.125,KOH,2.5,DMF,3.2970915716778,5789.416676133844,Clc1ccc2ncccc2c1,Clc1ccc2ncccc2c1,OBO,[Pd](|OC(C)=O)|OC(C)=O,CC(N)Cc1ccccc1.O[P](O)(O)=O,[OH-].[K+],CN(C)C=O,Clc1ccc2ncccc2c1
244,6-chloroquinoline,6-Cl-Q,1,0.0004,Boronic Acid,1,Pd(OAc)2,0.0625,P(Cy)3,0.125,KOH,2.5,DMF,7.47024695482382,7020.309201379626,Clc1ccc2ncccc2c1,Clc1ccc2ncccc2c1,OBO,[Pd](|OC(C)=O)|OC(C)=O,P(C1CCCCC1)(C1CCCCC1)C1CCCCC1,[OH-].[K+],CN(C)C=O,Clc1ccc2ncccc2c1
245,6-chloroquinoline,6-Cl-Q,1,0.0004,Boronic Acid,1,Pd(OAc)2,0.0625,P(o-Tol)3,0.125,KOH,2.5,DMF,3.54390034048101,6230.068050805513,Clc1ccc2ncccc2c1,Clc1ccc2ncccc2c1,OBO,[Pd](|OC(C)=O)|OC(C)=O,P(c1ccccc1C)(c1ccccc1C)c1ccccc1C,[OH-].[K+],CN(C)C=O,Clc1ccc2ncccc2c1
246,6-chloroquinoline,6-Cl-Q,1,0.0004,Boronic Acid,1,Pd(OAc)2,0.0625,CataCXium A,0.125,KOH,2.5,DMF,10.6667507465437,44994.31464418885,Clc1ccc2ncccc2c1,Clc1ccc2ncccc2c1,OBO,[Pd](|OC(C)=O)|OC(C)=O,CC1=CC=CC=C1P(C2=CC=CC=C2)C3=CC=CC=C3,[OH-].[K+],CN(C)C=O,Clc1ccc2ncccc2c1
247,6-chloroquinoline,6-Cl-Q,1,0.0004,Boronic Acid,1,Pd(OAc)2,0.0625,SPhos,0.125,KOH,2.5,DMF,62.7748205525383,68293.2959196402,Clc1ccc2ncccc2c1,Clc1ccc2ncccc2c1,OBO,[Pd](|OC(C)=O)|OC(C)=O,COc1ccccc1-c2ccccc2P(c3ccccc3)c4ccccc4,[OH-].[K+],CN(C)C=O,Clc1ccc2ncccc2c1
248,6-chloroquinoline,6-Cl-Q,1,0.0004,Boronic Acid,1,Pd(OAc)2,0.0625,dtbpf,0.125,KOH,2.5,DMF,8.83069339666964,23602.659330306204,Clc1ccc2ncccc2c1,Clc1ccc2ncccc2c1,OBO,[Pd](|OC(C)=O)|OC(C)=O,CC(C)(C)C1=CC=C(C(C)(C)C)C=C1P(C2=CC=C(C(C)(C)C)C=C2)C3=CC=C(C(C)(C)C)C=C3,[OH-].[K+],CN(C)C=O,Clc1ccc2ncccc2c1
249,6-chloroquinoline,6-Cl-Q,1,0.0004,Boronic Acid,1,Pd(OAc)2,0.0625,XPhos,0.125,KOH,2.5,DMF,79.1448787933051,78869.83309770629,Clc1ccc2ncccc2c1,Clc1ccc2ncccc2c1,OBO,[Pd](|OC(C)=O)|OC(C)=O,CC(C)(C)C1=CC=C(C(C)(C)C)C=C1P(c2ccccc2)c3ccccc3,[OH-].[K+],CN(C)C=O,Clc1ccc2ncccc2c1
250,6-chloroquinoline,6-Cl-Q,1,0.0004,Boronic Acid,1,Pd(OAc)2,0.0625,dppf,0.125,KOH,2.5,DMF,10.0736710415608,19256.083410491075,Clc1ccc2ncccc2c1,Clc1ccc2ncccc2c1,OBO,[Pd](|OC(C)=O)|OC(C)=O,[Fe]|1|2|3|4|5|6|7|8(|[CH-]9[CH-]|1[CH-]|2[C-]|3([CH-]|49)P(c%10ccccc%10)c%11ccccc%11)|C%12=C|5[C-]|6(C|7=C|8%12)P(c%13ccccc%13)c%14ccccc%14,[OH-].[K+],CN(C)C=O,Clc1ccc2ncccc2c1
251,6-chloroquinoline,6-Cl-Q,1,0.0004,Boronic Acid,1,Pd(OAc)2,0.0625,Xantphos,0.125,KOH,2.5,DMF,4.45873996881102,571.8399193859034,Clc1ccc2ncccc2c1,Clc1ccc2ncccc2c1,OBO,[Pd](|OC(C)=O)|OC(C)=O,CC1(C)c2cccc(P(c3ccccc3)c4ccccc4)c2Oc5c(cccc15)P(c6ccccc6)c7ccccc7,[OH-].[K+],CN(C)C=O,Clc1ccc2ncccc2c1
252,6-chloroquinoline,6-Cl-Q,1,0.0004,Boronic Acid,1,Pd(OAc)2,0.0625,0,0.0,KOH,2.5,DMF,15.8812147205277,5760.542977191596,Clc1ccc2ncccc2c1,Clc1ccc2ncccc2c1,OBO,[Pd](|OC(C)=O)|OC(C)=O,,[OH-].[K+],CN(C)C=O,Clc1ccc2ncccc2c1
253,6-chloroquinoline,6-Cl-Q,1,0.0004,Boronic Acid,1,Pd(OAc)2,0.0625,P(tBu)3,0.125,LiOtBu,2.5,DMF,23.0725794554218,30709.07547618756,Clc1ccc2ncccc2c1,Clc1ccc2ncccc2c1,OBO,[Pd](|OC(C)=O)|OC(C)=O,CC(C)(C)P(CC(C)C)CC(C)C,CC(C)(C)[O-].[Li+],CN(C)C=O,Clc1ccc2ncccc2c1
254,6-chloroquinoline,6-Cl-Q,1,0.0004,Boronic Acid,1,Pd(OAc)2,0.0625,P(Ph)3,0.125,LiOtBu,2.5,DMF,7.06662929503855,20762.59667131021,Clc1ccc2ncccc2c1,Clc1ccc2ncccc2c1,OBO,[Pd](|OC(C)=O)|OC(C)=O,P(c1ccccc1)(c1ccccc1)c1ccccc1,CC(C)(C)[O-].[Li+],CN(C)C=O,Clc1ccc2ncccc2c1
255,6-chloroquinoline,6-Cl-Q,1,0.0004,Boronic Acid,1,Pd(OAc)2,0.0625,AmPhos,0.125,LiOtBu,2.5,DMF,4.12097046908743,6526.234284049447,Clc1ccc2ncccc2c1,Clc1ccc2ncccc2c1,OBO,[Pd](|OC(C)=O)|OC(C)=O,CC(N)Cc1ccccc1.O[P](O)(O)=O,CC(C)(C)[O-].[Li+],CN(C)C=O,Clc1ccc2ncccc2c1
256,6-chloroquinoline,6-Cl-Q,1,0.0004,Boronic Acid,1,Pd(OAc)2,0.0625,P(Cy)3,0.125,LiOtBu,2.5,DMF,6.70759985076743,8015.989590234167,Clc1ccc2ncccc2c1,Clc1ccc2ncccc2c1,OBO,[Pd](|OC(C)=O)|OC(C)=O,P(C1CCCCC1)(C1CCCCC1)C1CCCCC1,CC(C)(C)[O-].[Li+],CN(C)C=O,Clc1ccc2ncccc2c1
257,6-chloroquinoline,6-Cl-Q,1,0.0004,Boronic Acid,1,Pd(OAc)2,0.0625,P(o-Tol)3,0.125,LiOtBu,2.5,DMF,2.66690196995924,4236.392496184227,Clc1ccc2ncccc2c1,Clc1ccc2ncccc2c1,OBO,[Pd](|OC(C)=O)|OC(C)=O,P(c1ccccc1C)(c1ccccc1C)c1ccccc1C,CC(C)(C)[O-].[Li+],CN(C)C=O,Clc1ccc2ncccc2c1
258,6-chloroquinoline,6-Cl-Q,1,0.0004,Boronic Acid,1,Pd(OAc)2,0.0625,CataCXium A,0.125,LiOtBu,2.5,DMF,6.26688976583805,19317.035847389285,Clc1ccc2ncccc2c1,Clc1ccc2ncccc2c1,OBO,[Pd](|OC(C)=O)|OC(C)=O,CC1=CC=CC=C1P(C2=CC=CC=C2)C3=CC=CC=C3,CC(C)(C)[O-].[Li+],CN(C)C=O,Clc1ccc2ncccc2c1
259,6-chloroquinoline,6-Cl-Q,1,0.0004,Boronic Acid,1,Pd(OAc)2,0.0625,SPhos,0.125,LiOtBu,2.5,DMF,71.5426743156485,81731.5477133897,Clc1ccc2ncccc2c1,Clc1ccc2ncccc2c1,OBO,[Pd](|OC(C)=O)|OC(C)=O,COc1ccccc1-c2ccccc2P(c3ccccc3)c4ccccc4,CC(C)(C)[O-].[Li+],CN(C)C=O,Clc1ccc2ncccc2c1
260,6-chloroquinoline,6-Cl-Q,1,0.0004,Boronic Acid,1,Pd(OAc)2,0.0625,dtbpf,0.125,LiOtBu,2.5,DMF,10.0123867012383,24128.47835521557,Clc1ccc2ncccc2c1,Clc1ccc2ncccc2c1,OBO,[Pd](|OC(C)=O)|OC(C)=O,CC(C)(C)C1=CC=C(C(C)(C)C)C=C1P(C2=CC=C(C(C)(C)C)C=C2)C3=CC=C(C(C)(C)C)C=C3,CC(C)(C)[O-].[Li+],CN(C)C=O,Clc1ccc2ncccc2c1
261,6-chloroquinoline,6-Cl-Q,1,0.0004,Boronic Acid,1,Pd(OAc)2,0.0625,XPhos,0.125,LiOtBu,2.5,DMF,61.4736557075014,60868.66336210515,Clc1ccc2ncccc2c1,Clc1ccc2ncccc2c1,OBO,[Pd](|OC(C)=O)|OC(C)=O,CC(C)(C)C1=CC=C(C(C)(C)C)C=C1P(c2ccccc2)c3ccccc3,CC(C)(C)[O-].[Li+],CN(C)C=O,Clc1ccc2ncccc2c1
262,6-chloroquinoline,6-Cl-Q,1,0.0004,Boronic Acid,1,Pd(OAc)2,0.0625,dppf,0.125,LiOtBu,2.5,DMF,9.53958263011332,16883.802574973713,Clc1ccc2ncccc2c1,Clc1ccc2ncccc2c1,OBO,[Pd](|OC(C)=O)|OC(C)=O,[Fe]|1|2|3|4|5|6|7|8(|[CH-]9[CH-]|1[CH-]|2[C-]|3([CH-]|49)P(c%10ccccc%10)c%11ccccc%11)|C%12=C|5[C-]|6(C|7=C|8%12)P(c%13ccccc%13)c%14ccccc%14,CC(C)(C)[O-].[Li+],CN(C)C=O,Clc1ccc2ncccc2c1
263,6-chloroquinoline,6-Cl-Q,1,0.0004,Boronic Acid,1,Pd(OAc)2,0.0625,Xantphos,0.125,LiOtBu,2.5,DMF,0.0,0.0,Clc1ccc2ncccc2c1,Clc1ccc2ncccc2c1,OBO,[Pd](|OC(C)=O)|OC(C)=O,CC1(C)c2cccc(P(c3ccccc3)c4ccccc4)c2Oc5c(cccc15)P(c6ccccc6)c7ccccc7,CC(C)(C)[O-].[Li+],CN(C)C=O,Clc1ccc2ncccc2c1
264,6-chloroquinoline,6-Cl-Q,1,0.0004,Boronic Acid,1,Pd(OAc)2,0.0625,0,0.0,LiOtBu,2.5,DMF,15.8867821005092,3317.8714326271606,Clc1ccc2ncccc2c1,Clc1ccc2ncccc2c1,OBO,[Pd](|OC(C)=O)|OC(C)=O,,CC(C)(C)[O-].[Li+],CN(C)C=O,Clc1ccc2ncccc2c1
265,6-chloroquinoline,6-Cl-Q,1,0.0004,Boronic Acid,1,Pd(OAc)2,0.0625,P(tBu)3,0.125,Et3N,2.5,DMF,17.90385630688,23048.478982883666,Clc1ccc2ncccc2c1,Clc1ccc2ncccc2c1,OBO,[Pd](|OC(C)=O)|OC(C)=O,CC(C)(C)P(CC(C)C)CC(C)C,CCN(CC)CC,CN(C)C=O,Clc1ccc2ncccc2c1
266,6-chloroquinoline,6-Cl-Q,1,0.0004,Boronic Acid,1,Pd(OAc)2,0.0625,P(Ph)3,0.125,Et3N,2.5,DMF,4.61300437773432,9397.229100876766,Clc1ccc2ncccc2c1,Clc1ccc2ncccc2c1,OBO,[Pd](|OC(C)=O)|OC(C)=O,P(c1ccccc1)(c1ccccc1)c1ccccc1,CCN(CC)CC,CN(C)C=O,Clc1ccc2ncccc2c1
267,6-chloroquinoline,6-Cl-Q,1,0.0004,Boronic Acid,1,Pd(OAc)2,0.0625,AmPhos,0.125,Et3N,2.5,DMF,4.59642896981618,7168.318348735665,Clc1ccc2ncccc2c1,Clc1ccc2ncccc2c1,OBO,[Pd](|OC(C)=O)|OC(C)=O,CC(N)Cc1ccccc1.O[P](O)(O)=O,CCN(CC)CC,CN(C)C=O,Clc1ccc2ncccc2c1
268,6-chloroquinoline,6-Cl-Q,1,0.0004,Boronic Acid,1,Pd(OAc)2,0.0625,P(Cy)3,0.125,Et3N,2.5,DMF,7.56429582547112,5533.400794185433,Clc1ccc2ncccc2c1,Clc1ccc2ncccc2c1,OBO,[Pd](|OC(C)=O)|OC(C)=O,P(C1CCCCC1)(C1CCCCC1)C1CCCCC1,CCN(CC)CC,CN(C)C=O,Clc1ccc2ncccc2c1
269,6-chloroquinoline,6-Cl-Q,1,0.0004,Boronic Acid,1,Pd(OAc)2,0.0625,P(o-Tol)3,0.125,Et3N,2.5,DMF,2.55668127054664,3714.793046154357,Clc1ccc2ncccc2c1,Clc1ccc2ncccc2c1,OBO,[Pd](|OC(C)=O)|OC(C)=O,P(c1ccccc1C)(c1ccccc1C)c1ccccc1C,CCN(CC)CC,CN(C)C=O,Clc1ccc2ncccc2c1
270,6-chloroquinoline,6-Cl-Q,1,0.0004,Boronic Acid,1,Pd(OAc)2,0.0625,CataCXium A,0.125,Et3N,2.5,DMF,6.26426095027396,23127.266686480594,Clc1ccc2ncccc2c1,Clc1ccc2ncccc2c1,OBO,[Pd](|OC(C)=O)|OC(C)=O,CC1=CC=CC=C1P(C2=CC=CC=C2)C3=CC=CC=C3,CCN(CC)CC,CN(C)C=O,Clc1ccc2ncccc2c1
271,6-chloroquinoline,6-Cl-Q,1,0.0004,Boronic Acid,1,Pd(OAc)2,0.0625,SPhos,0.125,Et3N,2.5,DMF,72.8355518057598,80673.39157251752,Clc1ccc2ncccc2c1,Clc1ccc2ncccc2c1,OBO,[Pd](|OC(C)=O)|OC(C)=O,COc1ccccc1-c2ccccc2P(c3ccccc3)c4ccccc4,CCN(CC)CC,CN(C)C=O,Clc1ccc2ncccc2c1
272,6-chloroquinoline,6-Cl-Q,1,0.0004,Boronic Acid,1,Pd(OAc)2,0.0625,dtbpf,0.125,Et3N,2.5,DMF,10.1667402091094,26623.899511853237,Clc1ccc2ncccc2c1,Clc1ccc2ncccc2c1,OBO,[Pd](|OC(C)=O)|OC(C)=O,CC(C)(C)C1=CC=C(C(C)(C)C)C=C1P(C2=CC=C(C(C)(C)C)C=C2)C3=CC=C(C(C)(C)C)C=C3,CCN(CC)CC,CN(C)C=O,Clc1ccc2ncccc2c1
273,6-chloroquinoline,6-Cl-Q,1,0.0004,Boronic Acid,1,Pd(OAc)2,0.0625,XPhos,0.125,Et3N,2.5,DMF,67.4843767651673,70499.48981414479,Clc1ccc2ncccc2c1,Clc1ccc2ncccc2c1,OBO,[Pd](|OC(C)=O)|OC(C)=O,CC(C)(C)C1=CC=C(C(C)(C)C)C=C1P(c2ccccc2)c3ccccc3,CCN(CC)CC,CN(C)C=O,Clc1ccc2ncccc2c1
274,6-chloroquinoline,6-Cl-Q,1,0.0004,Boronic Acid,1,Pd(OAc)2,0.0625,dppf,0.125,Et3N,2.5,DMF,9.64307010994259,15943.641805331885,Clc1ccc2ncccc2c1,Clc1ccc2ncccc2c1,OBO,[Pd](|OC(C)=O)|OC(C)=O,[Fe]|1|2|3|4|5|6|7|8(|[CH-]9[CH-]|1[CH-]|2[C-]|3([CH-]|49)P(c%10ccccc%10)c%11ccccc%11)|C%12=C|5[C-]|6(C|7=C|8%12)P(c%13ccccc%13)c%14ccccc%14,CCN(CC)CC,CN(C)C=O,Clc1ccc2ncccc2c1
275,6-chloroquinoline,6-Cl-Q,1,0.0004,Boronic Acid,1,Pd(OAc)2,0.0625,Xantphos,0.125,Et3N,2.5,DMF,0.0,0.0,Clc1ccc2ncccc2c1,Clc1ccc2ncccc2c1,OBO,[Pd](|OC(C)=O)|OC(C)=O,CC1(C)c2cccc(P(c3ccccc3)c4ccccc4)c2Oc5c(cccc15)P(c6ccccc6)c7ccccc7,CCN(CC)CC,CN(C)C=O,Clc1ccc2ncccc2c1
276,6-chloroquinoline,6-Cl-Q,1,0.0004,Boronic Acid,1,Pd(OAc)2,0.0625,0,0.0,Et3N,2.5,DMF,15.0524628547964,3012.016074523827,Clc1ccc2ncccc2c1,Clc1ccc2ncccc2c1,OBO,[Pd](|OC(C)=O)|OC(C)=O,,CCN(CC)CC,CN(C)C=O,Clc1ccc2ncccc2c1
277,6-chloroquinoline,6-Cl-Q,1,0.0004,Boronic Acid,1,Pd(OAc)2,0.0625,P(tBu)3,0.125,0,2.5,DMF,19.0765245632751,23964.80508109329,Clc1ccc2ncccc2c1,Clc1ccc2ncccc2c1,OBO,[Pd](|OC(C)=O)|OC(C)=O,CC(C)(C)P(CC(C)C)CC(C)C,,CN(C)C=O,Clc1ccc2ncccc2c1
278,6-chloroquinoline,6-Cl-Q,1,0.0004,Boronic Acid,1,Pd(OAc)2,0.0625,P(Ph)3,0.125,0,2.5,DMF,4.8825316301071,12553.798673827658,Clc1ccc2ncccc2c1,Clc1ccc2ncccc2c1,OBO,[Pd](|OC(C)=O)|OC(C)=O,P(c1ccccc1)(c1ccccc1)c1ccccc1,,CN(C)C=O,Clc1ccc2ncccc2c1
279,6-chloroquinoline,6-Cl-Q,1,0.0004,Boronic Acid,1,Pd(OAc)2,0.0625,AmPhos,0.125,0,2.5,DMF,5.4275666476843,9045.29760670536,Clc1ccc2ncccc2c1,Clc1ccc2ncccc2c1,OBO,[Pd](|OC(C)=O)|OC(C)=O,CC(N)Cc1ccccc1.O[P](O)(O)=O,,CN(C)C=O,Clc1ccc2ncccc2c1
280,6-chloroquinoline,6-Cl-Q,1,0.0004,Boronic Acid,1,Pd(OAc)2,0.0625,P(Cy)3,0.125,0,2.5,DMF,7.06177507228769,6774.792367242908,Clc1ccc2ncccc2c1,Clc1ccc2ncccc2c1,OBO,[Pd](|OC(C)=O)|OC(C)=O,P(C1CCCCC1)(C1CCCCC1)C1CCCCC1,,CN(C)C=O,Clc1ccc2ncccc2c1
281,6-chloroquinoline,6-Cl-Q,1,0.0004,Boronic Acid,1,Pd(OAc)2,0.0625,P(o-Tol)3,0.125,0,2.5,DMF,1.21874963064015,2204.498287955681,Clc1ccc2ncccc2c1,Clc1ccc2ncccc2c1,OBO,[Pd](|OC(C)=O)|OC(C)=O,P(c1ccccc1C)(c1ccccc1C)c1ccccc1C,,CN(C)C=O,Clc1ccc2ncccc2c1
282,6-chloroquinoline,6-Cl-Q,1,0.0004,Boronic Acid,1,Pd(OAc)2,0.0625,CataCXium A,0.125,0,2.5,DMF,8.88760394948024,36044.49467853052,Clc1ccc2ncccc2c1,Clc1ccc2ncccc2c1,OBO,[Pd](|OC(C)=O)|OC(C)=O,CC1=CC=CC=C1P(C2=CC=CC=C2)C3=CC=CC=C3,,CN(C)C=O,Clc1ccc2ncccc2c1
283,6-chloroquinoline,6-Cl-Q,1,0.0004,Boronic Acid,1,Pd(OAc)2,0.0625,SPhos,0.125,0,2.5,DMF,49.1231313338811,53073.76122892013,Clc1ccc2ncccc2c1,Clc1ccc2ncccc2c1,OBO,[Pd](|OC(C)=O)|OC(C)=O,COc1ccccc1-c2ccccc2P(c3ccccc3)c4ccccc4,,CN(C)C=O,Clc1ccc2ncccc2c1
284,6-chloroquinoline,6-Cl-Q,1,0.0004,Boronic Acid,1,Pd(OAc)2,0.0625,dtbpf,0.125,0,2.5,DMF,11.1450714863157,30547.13495491761,Clc1ccc2ncccc2c1,Clc1ccc2ncccc2c1,OBO,[Pd](|OC(C)=O)|OC(C)=O,CC(C)(C)C1=CC=C(C(C)(C)C)C=C1P(C2=CC=C(C(C)(C)C)C=C2)C3=CC=C(C(C)(C)C)C=C3,,CN(C)C=O,Clc1ccc2ncccc2c1
285,6-chloroquinoline,6-Cl-Q,1,0.0004,Boronic Acid,1,Pd(OAc)2,0.0625,XPhos,0.125,0,2.5,DMF,43.5209625584725,48387.17911256681,Clc1ccc2ncccc2c1,Clc1ccc2ncccc2c1,OBO,[Pd](|OC(C)=O)|OC(C)=O,CC(C)(C)C1=CC=C(C(C)(C)C)C=C1P(c2ccccc2)c3ccccc3,,CN(C)C=O,Clc1ccc2ncccc2c1
286,6-chloroquinoline,6-Cl-Q,1,0.0004,Boronic Acid,1,Pd(OAc)2,0.0625,dppf,0.125,0,2.5,DMF,8.85908616746079,11900.978470958453,Clc1ccc2ncccc2c1,Clc1ccc2ncccc2c1,OBO,[Pd](|OC(C)=O)|OC(C)=O,[Fe]|1|2|3|4|5|6|7|8(|[CH-]9[CH-]|1[CH-]|2[C-]|3([CH-]|49)P(c%10ccccc%10)c%11ccccc%11)|C%12=C|5[C-]|6(C|7=C|8%12)P(c%13ccccc%13)c%14ccccc%14,,CN(C)C=O,Clc1ccc2ncccc2c1
287,6-chloroquinoline,6-Cl-Q,1,0.0004,Boronic Acid,1,Pd(OAc)2,0.0625,Xantphos,0.125,0,2.5,DMF,0.0,0.0,Clc1ccc2ncccc2c1,Clc1ccc2ncccc2c1,OBO,[Pd](|OC(C)=O)|OC(C)=O,CC1(C)c2cccc(P(c3ccccc3)c4ccccc4)c2Oc5c(cccc15)P(c6ccccc6)c7ccccc7,,CN(C)C=O,Clc1ccc2ncccc2c1
288,6-chloroquinoline,6-Cl-Q,1,0.0004,Boronic Acid,1,Pd(OAc)2,0.0625,0,0.0,0,2.5,DMF,15.1234882786008,5314.201109298461,Clc1ccc2ncccc2c1,Clc1ccc2ncccc2c1,OBO,[Pd](|OC(C)=O)|OC(C)=O,,,CN(C)C=O,Clc1ccc2ncccc2c1
289,6-chloroquinoline,6-Cl-Q,1,0.0004,Boronic Acid,1,Pd(OAc)2,0.0625,P(tBu)3,0.125,NaOH,2.5,MeOH,33.3686246020695,8449.866383045912,Clc1ccc2ncccc2c1,Clc1ccc2ncccc2c1,OBO,[Pd](|OC(C)=O)|OC(C)=O,CC(C)(C)P(CC(C)C)CC(C)C,[OH-].[Na+],CO,Clc1ccc2ncccc2c1
290,6-chloroquinoline,6-Cl-Q,1,0.0004,Boronic Acid,1,Pd(OAc)2,0.0625,P(Ph)3,0.125,NaOH,2.5,MeOH,15.3450097553135,1943.0020287293185,Clc1ccc2ncccc2c1,Clc1ccc2ncccc2c1,OBO,[Pd](|OC(C)=O)|OC(C)=O,P(c1ccccc1)(c1ccccc1)c1ccccc1,[OH-].[Na+],CO,Clc1ccc2ncccc2c1
291,6-chloroquinoline,6-Cl-Q,1,0.0004,Boronic Acid,1,Pd(OAc)2,0.0625,AmPhos,0.125,NaOH,2.5,MeOH,30.95888171549,8288.999277171775,Clc1ccc2ncccc2c1,Clc1ccc2ncccc2c1,OBO,[Pd](|OC(C)=O)|OC(C)=O,CC(N)Cc1ccccc1.O[P](O)(O)=O,[OH-].[Na+],CO,Clc1ccc2ncccc2c1
